Address,Club,Lat,Link,Lon,Prov
"1767 Island Hwy., Victoria, BC V9B 1J1",Juan de Fuca Curling Club,48.447099,http:www.juandefucacurlingclub.com,-123.466086,British Columbia
 Kakabeka Falls  ON P0T 1W0   ,Kakabeka Falls Curling Club,48.401446,http:www.kfcurling.org,-89.61159,Ontario
"700 Victoria Street, Kamloops, BC V2C 2B6",Kamloops Curling Club,50.675810999999996,http:www.kamloopscurlingclub.ca,-120.321592,British Columbia
 Kamsack  SK S0A 1S0   ,Kamsack Curling Club,51.5626,,-101.909051,Saskatchewan
 Kapuskasing  ON P5N 2Y3   ,Kapuskasing Curling Club,49.430253,http:www.kapcurlingclub.ca,-82.451388,Ontario
 932 Front Street  Keewatin  ON P0X 1C0  ,Keewatin Curling Club,49.762083000000004,http:www.keewatincurlingclub.com,-94.556353,Ontario
 Kelliher  SK S0A 1V0   ,Kelliher Curling Club,51.261786,,-103.729232,Saskatchewan
"551 Recreation Avenue, Kelowna, BC V1Y 7V5",Kelowna Curling Club,49.897543,http:www.kelownacurling.com,-119.493351,British Columbia
 Kelvington  SK S0A 1W0   ,Kelvington Curling Club,51.870182,,-103.484663,Saskatchewan
 Kenora  ON P9N 3X6   ,Kenora Curling Club,49.76849,,-94.475459,Ontario
 Kerrobert  SK S0L 1R0   ,Kerrobert Curling Club,51.921155999999996,,-109.145471,Saskatchewan
 Mill Bay  BC V0R 2P0   ,Kerry Park Curling Club,48.922253000000005,http:www.kerryparkcurlingclub.ca,-123.716854,British Columbia
 Cameron Street,Killaloe Curling Club,50.0,Killaloe  ON  K0J 2A0   ,-86.0,Quebec
 Killarney  MB R0K 1G0   ,Killarney Curling Club,49.075134000000006,,-99.749939,Manitoba
 Kimberley  BC V1A 2Y6   ,Kimberley Curling Club,49.684746999999994,http:curlkimberley.ca,-115.983171,British Columbia
"277 Penetangore Row, Kincardine, ON N2Z 2P6",Kincardine Curling Club,44.165554,http:www.facebook.comgroup.php?gid=10576260526,-81.648124,Ontario
 Kindersley  SK S0L 1S0   ,Kindersley Curling Club,51.468146999999995,,-109.15535700000001,Saskatchewan
 Kinistino  SK S0J 1H0   ,Kinistino Curling Club,52.95245,,-105.02818500000001,Saskatchewan
 Kipling  SK S0G 2S0   ,Kipling Curling Club,50.12169,,-102.56930600000001,Saskatchewan
 Kirkland Lake  ON P2N 3L1   ,Kirkland Lake Curling Club,48.142398,,-80.041411,Ontario
"99 Seagram Drive, Waterloo, ON N2L 3B6",Kitchener-Waterloo Granite Club,43.470694,http:www.kwgranite.com,-80.53226,Ontario
 Kitscoty  AB T0B 2P0   ,Kitscoty Curling Club,53.341566,,-110.333168,Alberta
 Kronau  SK S0G 2T0   ,Kronau Curling Club,50.30469,,-104.295082,Saskatchewan
 Kyle  SK S0L 1T0   ,Kyle Curling Club,50.848406,,-107.906023,Saskatchewan
 Lac du Bonnet  MB R0E 1A0   ,Lac du Bonnet Curling Club,50.257275,,-96.061573,Manitoba
 Lac La Biche  AB T0A 2C0   ,Lac La Biche Curling Club,54.771366,,-111.98772199999999,Alberta
"5210 - 54 Avenue, Lacombe, AB T4L 1H8 ",Lacombe Curling Club,52.468472999999996,http:www.lacombecurling.com,-113.724055,Alberta
 Lafleche  SK S0H 2K0   ,Lafleche Curling Club,49.705489,,-106.574127,Saskatchewan
"LaGlace, AB T0H 2J0",LaGlace Curling Club,55.260946,,-118.789676,Alberta
 Westerose  AB T0C 2V0   ,Lakedell Curling Club,52.962226,http:www.lakedell.org,-114.003928,Alberta
 12 Nicholls St.  Lakefield  ON K0L 2H0  ,Lakefield Curling Club,44.421062,http:www.lakefieldcurlingclub.ca,-78.26996199999999,Ontario
 Christopher Lake  SK S0J 0N0   ,Lakeland Curling Club,53.555948,,-105.825422,Saskatchewan
 Lower Sackville  NS B4C 3V3   ,Lakeshore Curling Club,44.771778000000005,http:www.lakeshorecurlingclub.com,-63.690938,Nova Scotia
 Seba Beach  AB T0E 2B0   ,Lakeside Curling Club,53.55729,,-114.735447,Alberta
 Lamont  AB T0B 2R0   ,Lamont Curling Club,53.758585,,-112.77382800000001,Alberta
 Lampman  SK S0C 1N0   ,Lampman Curling Club,49.379061,,-102.757138,Saskatchewan
 10 High Street  Lancaster  ON K0C 1N0  ,Lancaster & District Curling CLub,45.141471,http:www.lancaster.ovca.com,-74.49959399999999,Ontario
 301 St. Joseph St.  Tweed  ON K0K 3J0  ,Land O'Lakes Curling Club,44.480847999999995,http:www.curltweed.ca,-77.310326,Ontario
 Landis  SK S0K 2K0   ,Landis Curling Club,52.239707,,-108.45251299999998,Saskatchewan
 Langenburg  SK S0A 2A0   ,Langenburg Curling Club,50.937232,,-102.808164,Saskatchewan
 Langham  SK S0K 2L0   ,Langham Curling Club,52.360973,,-106.968629,Saskatchewan
"20699 - 42nd Avenue, Langley, BC V3A 3B1",Langley Curling Club,49.078308,http:www.langleycurling.shawbiz.ca,-122.65046000000001,British Columbia
 Lanigan  SK S0K 2M0   ,Lanigan Curling Club,51.871371,,-104.994561,Saskatchewan
 Arden  MB R0J 0B0   ,Lansdowne Recreation Commission,50.251329999999996,,-99.21959,Manitoba
 La Ronge  SK S0J 1L0   ,LaRonge Curling Club,55.102380000000004,,-105.28408799999998,Saskatchewan
 La Salle  MB R0G 1B0   ,LaSalle Curling Club,49.690934000000006,http:www.lasallecurlingclub.ca,-97.26499799999999,Manitoba
 Lashburn  SK S0M 1H0   ,Lashburn Curling Club 14,53.127621999999995,,-109.61571299999999,Saskatchewan
 Leader  SK S0N 1H0   ,Leader Curling Club,50.892784000000006,,-109.58605700000001,Saskatchewan
"1073 A Millwood Road, Toronto, ON M4G 1X6",Leaside Curling Club,43.702194,http:www.leasidecurling.ca,-79.35940500000001,Ontario
"4330 Black Gold Drive, Leduc, AB T9E 3C3",Leduc Curling Club,53.257089,https:leduccurling.ca,-113.527749,Alberta
 Legal  AB T0G 1L0   ,Legal Curling Club,53.932362,,-113.555062,Alberta
 Lemberg  SK S0A 2B0   ,Lemberg Curling Club,50.727224,,-103.204678,Saskatchewan
"6 Rue Speid, Sherbrooke, QC J1M 1R6",Lennoxville Curling Club,45.368884,http:www.lennoxvillecurling.ca,-71.85824300000002,Quebec
"911 - 6 Avenue South, Lethbridge, AB T1J 4N9",Lethbridge Curling Club,49.69113,http:www.lethbridgecurlingclub.com,-112.833206,Alberta
"18 Peel Street, Lindsay, ON K9V 3L8",Lindsay Curling Club,44.356065,http:www.lindsaycurlingclub.ca,-78.73834599999999,Ontario
"625 Palace Street East, Listowel, ON N4W 2R7",Listowel Curling Club,43.731025,http:www.listowelcurlingclub.com,-80.942775,Ontario
 Little Current  ON P0P 1K0   ,Little Current Curling Club,45.990679,,-81.940235,Ontario
 Liverpool  NS B0T 1K0   ,Liverpool Curling Club,43.946017,http:www.liverpoolcurlingclub.ca,-64.835389,Nova Scotia
 Buchans  NL A0H 1G0   ,Llewlyn Budden Memorial Curling Club,49.104051,,-56.46818199999999,Newfoundland and Labrador
"4706 - 54 Street, Lloydminster, SK S9V 1E9",Lloydminster Curling Club,53.28873000000001,http:www.lloydcurlingclub.ca,-109.99798200000001,Saskatchewan
 Logan Lake  BC V0K 1W0   ,Logan Lake Curling Club,50.484955,,-120.810224,British Columbia
 Lomond  AB T0L 1G0   ,Lomond Curling Club,50.400981,,-113.267854,Alberta
"377 Lyle Street, London, ON N5W 3R5",London Curling Club,42.988402,http:www.londoncurling.ca,-81.22827,Ontario
 Longlac  ON P0T 2A0   ,Longlac Curling Club,49.596798,,-87.95832800000001,Ontario
"6560 Hochelaga St., P.O. Box 6109, Montreal, QC H1N 1X9",Longue Pointe Curling Club,45.522451000000004,http:www.curlinglonguepointe.com,-73.59128299999999,Quebec
 Lorette  MB R0A 0Y0   ,Lorette Curling Club,49.751276000000004,,-96.900591,Manitoba
 Lougheed  AB T0B 2V0   ,Lougheed Curling Club,52.831299,,-111.61115,Alberta
 Lucky Lake  SK S0L 1Z0   ,Lucky Lake Curling Club,50.972963,,-107.098951,Saskatchewan
 Lumby  BC V0E 2G0   ,Lumby Curling Club,50.248594,http:www.lumbycurlingclub.ca,-118.959721,British Columbia
 Lumsden  SK S0G 3C0   ,Lumsden Curling Club,50.644703,,-104.86721000000001,Saskatchewan
 Lunenburg  NS B0J 2C0   ,Lunenburg Curling Club,44.369088,http:www.lccns.org,-64.256776,Nova Scotia
 MacGregor  MB R0H 0R0   ,MacGregor Curling Club,49.962495000000004,,-98.72069499999999,Manitoba
 MacKenzie  BC V0J 2C0   ,MacKenzie Curling Club,55.33929200000001,,-123.097628,British Columbia
 Macrorie  SK S0L 2E0   ,Macrorie Curling Club,51.322459,,-107.06540700000001,Saskatchewan
"Curling Club Road, MacTier, ON P0G 1H0",MacTier Curling Club,45.119896000000004,,-79.758562,Ontario
"Madden, AB T0M 1L0",Madden Curling Club,51.392286999999996,,-114.299802,Alberta
 Magrath  AB T0K 1J0   ,Magrath Curling Club,49.423378,,-112.87162099999999,Alberta
 Maidstone  SK S0M 1M0   ,Maidstone Curling Club,53.089286,,-109.295581,Saskatchewan
 Manitou  MB R0G 1G0   ,Manitou Curling Club,49.233502,,-98.529237,Manitoba
 Manitouwadge  ON P0T 2C0   ,Manitouwadge Curling Club,48.713328000000004,http:www.mancc.ca,-86.369458,Ontario
 Manning  AB T0H 2M0   ,Manning Curling Club,56.91199,,-117.620903,Alberta
 Mannville  AB T0B 2W0   ,Mannville Curling Club,53.294029,,-111.34662900000001,Alberta
 5519 Southriver Dr.  Manotick  ON K4M 1A3  ,Manotick Curling Centre,45.232659000000005,http:www.manotick.ovca.com,-75.68802099999999,Ontario
 Maple Creek  SK S0N 1N0   ,Maple Creek Curling Club,49.905128999999995,http:mplcrk.sasktelwebhosting.comresidentscurling.html,-109.479703,Saskatchewan
 O'Leary  PE C0B 1V0   ,Maple Leaf Curling Club,46.41254,http:www.mlcclub.net,-63.777636,Prince Edward Island
 Marathon  ON P0T 2E0   ,Marathon Curling Club,48.800314,,-87.27252299999999,Ontario
"85 Edith Avenue, Markdale, ON N0C 1H0",Markdale Country Club,44.323067,http:www.markdalegolfandcurlingclub.ca38264.html,-80.64659,Ontario
"8730 Heather Street, Vancouver, BC V6P 3S8",Marpole Curling Club,49.206305,http:www.marpolecurling.com,-123.123755,British Columbia
 Martensville  SK S0K 2T0   ,Martensville Curling Club,52.326938,http:curling.link.ca,-106.603747,Saskatchewan
 Marwayne  AB T0B 2X0   ,Marwayne Curling Club,53.55759200000001,http:www.village.marwayne.ab.ca,-110.27987900000001,Alberta
 Maryfield  SK S0G 3K0   ,Maryfield Curling Club,49.813868,,-101.538384,Saskatchewan
 Mayerthorpe  AB T0E 1N0   ,Mayerthorpe Curling Club,53.952899,,-115.13921,Alberta
"3000 Monaghan Drive, Halifax, NS B3K 2V9",Mayflower Curling Club,44.657962,http:www.mayflowercc.com,-63.603407999999995,Nova Scotia
"13 Harvey Road, McAdam, NB E6J 2B7",McAdam Curling Club,45.598679,,-67.324123,New Brunswick
 #70 - 700 Tranquille Rd.  Kamloops  BC V2B 8R3  ,McArthur Island Curling Club,50.686735,http:www.mcarthurislandcurlingclub.com,-120.35646299999999,British Columbia
 McBride  BC V0J 2E0   ,McBride Curling Club,53.301347,,-120.16846100000001,British Columbia
 Schumacher  ON P0N 1G0   ,McIntyre Curling Club,48.476896999999994,http:curlthemac.ca,-81.296199,Ontario
 Meadow Lake  SK S0M 1V0   ,Meadow Lake Curling Club,54.129729000000005,http:www.mlcurling.ca,-108.43501,Saskatchewan
"130 Collingwood St. W., Meaford, ON N4L 1M1",Meaford Curling Club,44.608074,http:www.meafordcurling.ca,-80.597495,Ontario
"880A-2nd Street S.E., Medicine Hat, AB T1A 0E6",Medicine Hat Curling Club,50.04381,http:mhcurling.com,-110.68821100000001,Alberta
 Medstead  SK S0M 1W0   ,Medstead Curling Club,53.300709999999995,,-108.08006999999999,Saskatchewan
 Melfort  SK S0E 1A0   ,Melfort Curling Club,52.860597999999996,http:www.cityofmelfort.caVisitorsThings_To_DoMelfort__District_Curling_Club,-104.60092,Saskatchewan
"Melita, MB R0M 1L0",Melita Curling Club,49.289353999999996,,-100.998899,Manitoba
 Melville  SK S0A 2P0   ,Melville Curling Club,50.932757,http:tourism.becquet.cacurling.htm,-102.80152700000001,Saskatchewan
"Meota, SK S0M 1X0",Meota Curling Club,53.035430000000005,,-108.45369299999999,Saskatchewan
 Merritt  BC V1K 1B8   ,Merritt Curling Club,50.108492,http:www.merrittcurling.com,-120.784345,British Columbia
" 2793 Albert St., Metcalfe, Ontario",Metcalfe Curling Club,42.9555375,http:www.metcalfe.ovca.com,-81.63474649999999,Ontario
 Miami  MB R0G 1H0   ,Miami Curling Club,49.35366,,-98.28225,Manitoba
 Red Deer  AB T4N 6S6   ,Michener Hill Curling Club,52.266509,http:www.michenerhillcurlingclub.ca,-113.802838,Alberta
 Midale  SK S0C 1S0   ,Midale Curling Club,49.395558,,-103.409634,Saskatchewan
 Middleton  NS B0S 1P0   ,Middleton Curling Club,44.845479,http:www.middletoncurlingclub.com,-65.27079499999999,Nova Scotia
 Midland  ON L4R 4L3   ,Midland Curling Club,44.749685,http:www.midlandcurlingclub.com,-79.884247,Ontario
"Lang, SK S0G 2W0",Milestone Curling Club,49.917549,,-104.375425,Saskatchewan
 Milk River  AB T0K 1M0   ,Milk River Curling Club,49.148758,,-112.08712,Alberta
 Millet  AB T0C 1Z0   ,Millet Curling Club,53.09499,,-113.47316000000001,Alberta
 Milo  AB T0L 1L0   ,Milo Curling Club,50.578846999999996,,-112.730745,Alberta
"65 Millside Drive, Milton, ON L9T 1S8",Milton Curling Club,43.515956,http:www.milton.curlingclub.ca,-79.882013,Ontario
 Mindemoya  ON P0P 1S0   ,Mindemoya Curling Club,45.749475,,-82.156284,Ontario
 Prentice Street  Minden  ON K0M 2K0  ,Minden Curling Club,44.931751,http:www.mindencurlingclub.com,-78.727639,Ontario
 Miniota  MB R0M 1M0   ,Miniota Curling Club,50.141596,,-101.037267,Manitoba
 Minnedosa  MB R0J 1E0   ,Minnedosa Curling Club,50.249716,,-99.839752,Manitoba
 Cove Road  Newcastle  NB E1V 3M6  ,Miramichi Curling Club,47.000788,http:www.miramichicurlingclub.com,-65.574169,New Brunswick
 Mission  BC V2V 4J2   ,Mission Granite Curling Club,49.178303,http:www.missioncurling.ca,-122.264255,British Columbia
"1725 Mississauga Road N., Mississauga , ON L5H 2K4",Mississaugua Golf & Country Club,43.548251,http:www.mississauguagolf.com,-79.590001,Ontario
 Masset  BC V0T 1M0   ,Misty Isles Curling Club,54.024498,,-132.161356,British Columbia
"358 Lutz Street, Moncton, NB E1C 5G9",Moncton Curlers Association,46.094644,http:www.curlmoncton.ca,-64.783192,New Brunswick
 Montague  PE C0A 1R0   ,Montague Curling Club,46.1637,http:www.montaguecurlingrink.com,-62.64674,Prince Edward Island
"304 Central Avenue, Montmartre, SK S0G 3M0",Montmartre Curling Club,50.769326,,-103.801327,Saskatchewan
"17 Ainslie Road, Montreal West, QC H4X 1K4",Montreal West Curling Club,45.4513434,http:www.mtlwestcurl.org,-73.64344270000001,Quebec
"# 296-325, 4th Ave. S.W., Moose Jaw, SK S6H 5V2",Moose Jaw-Bushell C.C.,50.400124,,-105.54091299999999,Saskatchewan
"110 - 1st Avenue N.W., Moose Jaw, SK S6J 3L8",Moose Jaw-Hillcrest C.C.,50.390729,http:www.moosejawcurling.com,-105.537347,Saskatchewan
 Moosehorn  MB R0C 2E0   ,Moosehorn Curling Club,51.315999,,-98.486575,Manitoba
 Moosomin  SK S0G 3N0   ,Moosomin Curling Club,50.213107,http:www.moosomin.comcurling.html,-101.705149,Saskatchewan
"327 - 2nd Street, Morden, MB R6M 1P3",Morden Curling Club,49.196426,,-98.09464200000001,Manitoba
 Morinville  AB T8R 1H9   ,Morinville Curling Club,53.794213,http:www.morinvillecurlingclub.com,-113.63802,Alberta
 Morris  MB R0G 1K0   ,Morris Curling Club,49.508935,http:www.morriscurlingclub.org,-97.704837,Manitoba
"22 Ontario Street, Box 25, Morrisburg, ON K0C 1X0",Morrisburg Curling Club,44.896390999999994,http:www.morrisburg.ovca.com,-75.179362,Ontario
 Morse  SK S0H 3C0   ,Morse Curling Club,50.414854,,-107.03948799999999,Saskatchewan
 Mossbank  SK S0H 3G0   ,Mossbank Curling Club,49.937812,,-105.96653400000001,Saskatchewan
"1390 Goyer Street, St. Bruno, QC J3V 3Z3",Mount Bruno Curling Club,45.530713,http:www.curlingmontbruno.com,-73.341435,Quebec
"144 Egremont St., , Mount Forest, ON N0G 2L2",Mount Forest Curling Club,43.984395,,-80.733479,Ontario
 Muenster  SK S0K 2Y0   ,Muenster Curling Club,52.192085,,-104.994518,Saskatchewan
 Mundare  AB T0B 3H0   ,Mundare Curling Club,53.589096,,-112.346084,Alberta
 Myrnam  AB T0B 3K0   ,Myrnam Curling Club,53.65809300000001,,-111.23137,Alberta
"122 Carleton Drive, Nackawic, NB E6G 1W1",Nackawic Curling Club,46.007443,,-67.234186,New Brunswick
 Naicam  SK S0K 2Z0   ,Naicam Curling Club,52.431443,,-104.515648,Saskatchewan
 Nakusp  BC V0G 1R0   ,Nakusp Curling Club,50.237809999999996,,-117.79118799999999,British Columbia
 106 Wall Street  Nanaimo  BC V9R 5L3  ,Nanaimo Curling Club,49.171588,http:www.nanaimocurlingclub.ca,-123.950275,British Columbia
 Nanton  AB T0L 1R0   ,Nanton Curling Club,50.340949,http:www.nantoncurlingclub.com,-113.77351499999999,Alberta
"175 York St., Box 221, Napanee, ON K7R 3M3",Napanee & District Curling Club,44.243684,http:www.ndcc.ca,-76.962059,Ontario
"72 Irishtown Road, Stanley, NB E6B 1B6",Nashwaak Curling Club,46.279947,,-66.727571,New Brunswick
"1305 Fairgreen Ave., Box 343, Navan, ON K4B 1N2",Navan Curling Club,45.420935,http:www.navan.ovca.com,-75.422741,Ontario
 Neepawa  MB R0J 1H0   ,Neepawa Curling Club,50.153529999999996,,-99.402063,Manitoba
 Nelson  BC V1L 5R2   ,Nelson Curling Club,49.509725,http:www.nelsoncurling.com,-117.306946,British Columbia
 Neudorf  SK S0A 2T0   ,Neudorf Curling Club,50.639358,,-103.009846,Saskatchewan
 Pictou  NS B0K 1H0   ,New Caledonian Curling Club,45.68205,,-62.74351600000001,Nova Scotia
 Newdale  MB R0J 1J0   ,Newdale Curling Club,50.303360999999995,,-100.13709899999999,Manitoba
"5801 Morrison St., Box 103, Niagara Falls, ON L2E 6S8",Niagara Falls Curling Club,43.104345,http:www.nflscurling.ca,-79.091362,Ontario
 Nipawin  SK S0E 1E0   ,Nipawin Curling Club,53.36023,http:www.nipawin.comevergreencurling.html,-104.010747,Saskatchewan
 Nipigon  ON P0T 2J0   ,Nipigon Curling Club,48.8858,,-88.01655799999999,Ontario
 Nobleford  AB T0L 1S0   ,Nobleford Curling Club,49.881611,,-113.054092,Alberta
"30 Keewaydin Rd., R.R.# 1, Schomberg, ON L0G 1T0",Nobleton Curling Club,44.001387,http:www.kingcurling.comnobleton.html,-79.682541,Ontario
 Nokomis  SK S0G 3R0   ,Nokomis Curling Club,51.519256,,-105.048782,Saskatchewan
"Norman Wells, NWT X0E 0V0",Norman Wells Curling Club,61.066692,,-107.991707,Northwest Territories
 Norquay  SK S0A 2V0   ,Norquay Curling Club,51.886168,,-102.10905100000001,Saskatchewan
"2624 Trout Lake Road, North Bay, ON P1B 7S7",North Bay Granite Club,46.323828999999996,http:www.nbgcc.ca,-79.43136899999999,Ontario
"200 Reuben Crescent, P.O. Box 1436, Kemptville, Ontario K0G 1J0",North Grenville Curling Club,45.025219,http:ngcc.ovca.com,-75.654441,Ontario
"363 Maple Ave. W., Georgetown , ON L7G 4S5",North Halton Golf & Country Club,43.638794,http:www.northhalton.ca,-79.92918900000001,Ontario
"1201-2nd Street N.W., Calgary, AB T2M 2V7",North Hill Curling Club,51.706806,http:www.northhillcurlingclub.ca,-113.25491299999999,Alberta
"1325 East Keith Road, North Vancouver, BC V7J 1J3",North Shore Winter Club,49.313266,http:www.nswc.cacurling.html,-123.037127,British Columbia
 St. Martin  MB R0C 2T0   ,Northern Interlake Curling Club,51.716031,,-98.762711,Manitoba
"49 New Pugwash Road, Pugwash, NS B0K 1L0",Northumberland Community Curling Club,45.854098,http:www.curlingpugwash.org,-63.656387,Nova Scotia
 Norwich  ON N0J 1P0   ,Norwich District Curling Club,42.980872,http:www.norwich.curlingclub.ca,-80.59695699999999,Ontario
"2002 Arlington Avenue, Saskatoon, SK S7J 2H5",Nutana Curling Club,52.104857,http:www.nutanacurlingclub.ca,-106.60980900000001,Saskatchewan
"224 Allan Street, Oakville, ON L6J 6L2",Oakville Curling Club,43.452327000000004,http:www.oakvillecurlingclub.com,-79.669597,Ontario
" 960 Eldon St.  Oakwood, Ontario",Oakwood Curling Club,44.331779,http:www.oakwoodcurlingclub.com,-78.8792255,Ontario
"2625 - 78 Avenue S. E., Calgary, AB T2C 3B7",Ogden Legion,50.983202,http:www.ogdenlegion.comcurling,-113.99949299999999,Alberta
 Ogema  SK S0C 1Y0   ,Ogema Curling Club,49.528822999999996,,-104.894026,Saskatchewan
 Black Diamond  AB T0L 0H0   ,Oilfields Curling Association,50.706233000000005,http:www.occcurling.com,-114.22244599999999,Alberta
 Fort McMurray  AB T9H 4V9   ,Oilsands Curling Club,56.630413,http:www.fmoilsandscurlingclub.com,-111.27856899999999,Alberta
 Sioux Lookout   ON P8T 1B3   ,Ojibway Curling Club,50.098473999999996,http:www.slgcc.comindex.html,-91.9297,Ontario
 Okotoks  AB T1S 1B3   ,Okotoks Curling Club,50.722039,http:www.okotoks.cadefault.aspx?cid=127&lang=1,-113.95586200000001,Alberta
 5133 - 52 Street  Olds  AB T4H 1G9  ,Olds Curling Club,51.791171000000006,http:www.oldscurlingclub.com,-114.110785,Alberta
 Site 2  C-34  Oliver  BC V0H 1T0 ,Oliver Curling Club,49.183333000000005,,-119.55,British Columbia
 Omemee  ON K0L 2W0   ,Omemee Curling Club,44.446684000000005,http:www.omemeecurlingclub.com,-78.40559499999999,Ontario
 Onoway  AB T0E 1V0   ,Onoway Curling Club,53.698193999999994,,-114.23428899999999,Alberta
 76 Fifth Ave.  Orangeville  ON L9W 2Z6  ,Orangeville Curling Club,43.928383000000004,http:www.orangevillecurlingclub.ca,-80.095472,Ontario
"500 Atherley Road, Orillia, ON L3V 7A3",Orillia Curling Club,44.606268,http:www.orilliacurlingclub.ca,-79.385048,Ontario
"Osage, SK S0G 3T0",Osage Curling Club,49.955713,,-103.575956,Saskatchewan
"226 Bond Street East, Oshawa, ON L1G 1B5",Oshawa Curling Club,43.900383000000005,http:www.oshawacurlingclub.com,-78.855662,Ontario
 160 Alexandra St.   Oshawa  ON L1H 7K8  ,Oshawa Golf Club,43.905103999999994,http:www.oshawagolf.com,-78.87325799999999,Ontario
 Osoyoos  BC V0H 1V0   ,Osoyoos Curling Club \/ International C.C.,49.204496,http:www.osoyooscurlingclub.com,-119.540287,British Columbia
"440 O'Connor Street, Ottawa, ON K2P 1W4",Ottawa Curling Club,45.410942999999996,http:www.ottawacurlingclub.com,-75.68974,Ontario
"One Hunt Club Rd., Ottawa, ON K1V 1B9",Ottawa Hunt & Golf Club,45.421033,http:www.ottawahuntclub.org,-75.690022,Ontario
"318 Connaught Avenue, Otterburn Park, QC J3H 1J1",Otterburn Legion Curling Club,45.539381,,-73.210636,Quebec
"4205 - 102 Avenue, Edmonton, AB T6A 0M5",Ottewell Curling Club,53.543838,http:www.ottewellcurlingclub.com,-113.408309,Alberta
 Outlook  SK S0L 2N0   ,Outlook Curling Club,51.627459,,-106.90551799999999,Saskatchewan
 Cambridge Bay  NU X0B 0C0   ,Ovayok Curling Club,69.148255,,-105.174149,Nunavut
 Oxbow  SK S0C 2B0   ,Oxbow Curling Club,49.230959000000006,,-102.17411899999999,Saskatchewan
 Oyen  AB T0J 2J0   ,Oyen Curling Club,51.360803999999995,,-110.50168000000001,Alberta
 Paisley  ON N0G 2N0   ,Paisley Curling Club,44.157897,,-81.25030600000001,Ontario
 Isobel Rd.  Pakenham  ON K0A 2X0  ,Pakenham Curling Club,50.0,http:pakenhamcurlingclub.ovca.com,-86.0,Ontario
 Cavan St.  Palmerston  ON N0G 2P0  ,Palmerston Curling Club,43.828384,http:www.palmerstoncurlingclub.com,-80.852399,Ontario
 14 Oak Ave.  Paris  ON N3L 4A5  ,Paris Curling Club,43.205321000000005,http:www.pariscurlingclub.com,-80.40086600000001,Ontario
 193 East Island Highway  Parksville  BC V9P 2H9  ,Parksville Curling Club,49.305603999999995,http:www.parksvillecurling.com,-124.261555,British Columbia
 12 Johnson St.  Parry Sound  ON P2A 2Z1  ,Parry Sound Curling Club,45.342939,http:www.parrysoundcurlingclub.ca,-80.032555,Ontario
 White Rock  BC V4A 5L3   ,Peace Arch Curling Club,49.042017,http:peacearchcurling.com,-122.784554,British Columbia
 Peace River  AB T8S 1S8   ,Peace River Curling Club,56.233901,http:www.prcurl.ca,-117.278645,Alberta
"1341 Pembina Hwy., Winnipeg, MB R3T 2B6",Pembina Curling Club,49.840244,http:www.pembinacurlingclub.net,-97.15278,Manitoba
 413 Herbert St.   Pembroke  ON K8A 6X3  ,Pembroke Curling Club,45.823403000000006,http:www.pembroke.ovca.com,-77.098842,Ontario
"8 Owen Street, Penetanguishene, ON L9M 1M8",Penetanguishene Curling Club,44.768971,http:www.penetanguishenecurlingclub.com,-79.938282,Ontario
"Pense, SK S0G 3W0",Pense Curling Club,50.431813,,-104.816537,Saskatchewan
 Penticton  BC V2A 6J9   ,Penticton Granite Club,49.465049,http:www.pentictoncurlingclub.com,-119.63631299999999,British Columbia
 Perdue  SK S0K 3C0   ,Perdue Curling Club,52.160379999999996,,-107.44371299999999,Saskatchewan
"33 Beckwith St. E., Perth, ON K7H 3E4",Perth Curling Club,44.900721999999995,http:perthcurling.ovca.com,-76.245597,Ontario
"44 Legion Street, Perth-Andover, NB E7H 2S8",Perth-Andover Curling Club,46.741797,,-67.70213199999999,New Brunswick
"2195 Lansdowne Street West, Peterborough, ON K9J 6X4",Peterborough Curling Club,44.268142,http:peterboroughcurlingclub.ca,-78.403549,Ontario
 1030 Armour Rd.  Peterborough  ON K9J 6Y8  ,Peterborough Golf & Country Club,44.331881,http:www.ptbogolf.com,-78.308385,Ontario
"Petersfield, MB R0C 2L0",Petersfield Curling Club,50.311281,http:www.angelfire.commb2petersfieldcc,-96.979241,Manitoba
 Picture Butte  AB T0K 1V0   ,Picture Butte Curling Club,49.873804,,-112.777597,Alberta
"Pinawa, MB R0E 1L0",Pinawa Curling Club,50.145623,,-95.902405,Manitoba
 Pincher Creek  AB T0K 1W0   ,Pincher Creek Curling Club,49.430693,,-113.948668,Alberta
 Plamondon  AB T0A 2T0   ,Plamondon Curling Club,54.77293,,-111.968134,Alberta
"61 Renous Road, Plaster Rock, NB E7G 2N1",Plaster Rock Curling Club,46.8642,,-67.486734,New Brunswick
 68 Mill Street  Plattsville  ON N0J 1S0  ,Plattsville Curling Club,43.305232000000004,http:www.plattsvillecurlingclub.com,-80.61632,Ontario
 Plumas  MB R0J 1P0   ,Plumas Curling Club,50.363099,,-99.121796,Manitoba
"250, rue Lanthier, Pointe Claire, QC H9S 4G3",Pointe Claire Curling Club,45.430309,http:www.pointeclairecurling.com,-73.82702900000001,Quebec
 Pollockville  AB T0J 2P0   ,Pollockville Curling Club,50.245732000000004,,-110.547996,Alberta
 Ponoka  AB T4J 1R5   ,Ponoka Curling Club,52.676877000000005,,-113.57765800000001,Alberta
 Port Alice  BC V0N 2N0   ,Port Alice Curling Club,50.329843,,-127.292907,British Columbia
